label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
hello,0.11971944570541382,0.8502312302589417,5.180161792850413e-07,0.1824941188097,0.7744057774543762,-0.023359540849924088,0.22164200246334076,0.6691083312034607,-0.022294605150818825,0.23697805404663086,0.5717159509658813,-0.019774509593844414,0.24554672837257385,0.4953792095184326,-0.014609234407544136,0.17619726061820984,0.5270385146141052,0.027000892907381058,0.18853262066841125,0.42081764340400696,0.030741935595870018,0.19379496574401855,0.3643610179424286,0.024302029982209206,0.19601623713970184,0.31244736909866333,0.018214808776974678,0.13681745529174805,0.5188813805580139,0.03284028545022011,0.14368605613708496,0.40406084060668945,0.04167596995830536,0.14756669104099274,0.33350759744644165,0.035974301397800446,0.14967235922813416,0.27996736764907837,0.029995137825608253,0.09924279898405075,0.5338358283042908,0.03248637169599533,0.1022048071026802,0.43107283115386963,0.037841059267520905,0.1080259382724762,0.370349258184433,0.03245280683040619,0.11395333707332611,0.31634894013404846,0.02668772079050541,0.06081730127334595,0.5668436288833618,0.02823667600750923,0.05978132411837578,0.49133920669555664,0.030785787850618362,0.06080741807818413,0.4442494809627533,0.030990881845355034,0.06405160576105118,0.39766019582748413,0.030387582257390022
hello,0.20440027117729187,0.8601770401000977,4.2108266029572405e-07,0.26254692673683167,0.791508138179779,-0.023698341101408005,0.3013107180595398,0.6898658871650696,-0.027820689603686333,0.3158414959907532,0.5949137210845947,-0.03066779114305973,0.32732445001602173,0.5224063992500305,-0.032017797231674194,0.25279033184051514,0.5453844666481018,0.005633734166622162,0.26447367668151855,0.44071513414382935,-0.001209197798743844,0.2679474353790283,0.37749582529067993,-0.012092536315321922,0.26900696754455566,0.32199811935424805,-0.021103473380208015,0.21301189064979553,0.5397836565971375,0.006742995232343674,0.21499790251255035,0.42256876826286316,0.0028577407356351614,0.21498042345046997,0.3482833504676819,-0.007913375273346901,0.21400456130504608,0.28699126839637756,-0.017037300392985344,0.1761966496706009,0.5599459409713745,0.002883672947064042,0.17310601472854614,0.45072516798973083,-0.004342665895819664,0.17427872121334076,0.38099008798599243,-0.015279192477464676,0.17655444145202637,0.3188421130180359,-0.02406376786530018,0.13947361707687378,0.6008859872817993,-0.00404968811199069,0.12636250257492065,0.5220707058906555,-0.014035459607839584,0.11952272802591324,0.4676470458507538,-0.020554600283503532,0.11608996987342834,0.41252121329307556,-0.025118915364146233
hello,0.2293207198381424,0.8466804623603821,3.389123719443887e-07,0.2831643521785736,0.7724756598472595,-0.025134604424238205,0.313021719455719,0.6615428924560547,-0.03184497356414795,0.31820446252822876,0.5660529732704163,-0.03703737631440163,0.3258703649044037,0.49317485094070435,-0.04132771119475365,0.25323358178138733,0.5280182957649231,-0.008351720869541168,0.25324103236198425,0.42268967628479004,-0.021271690726280212,0.25060734152793884,0.3570517897605896,-0.034104734659194946,0.24638806283473969,0.3002718985080719,-0.044382110238075256,0.21182885766029358,0.5302079319953918,-0.008827580139040947,0.19933876395225525,0.4105353057384491,-0.020303968340158463,0.19033582508563995,0.33539125323295593,-0.03313417360186577,0.18099544942378998,0.2734231650829315,-0.042982831597328186,0.17731910943984985,0.5596451759338379,-0.013636648654937744,0.15939734876155853,0.44877925515174866,-0.02793455496430397,0.15051965415477753,0.3773522675037384,-0.04077057167887688,0.14319287240505219,0.31293314695358276,-0.049829546362161636,0.14613157510757446,0.6116247773170471,-0.021197063848376274,0.12192478030920029,0.5319761037826538,-0.037374380975961685,0.10776451975107193,0.4763675034046173,-0.04697409272193909,0.09689920395612717,0.4201178252696991,-0.05304363742470741
hello,0.2443985790014267,0.8431816697120667,3.061007305404928e-07,0.2963930070400238,0.7682016491889954,-0.02503245882689953,0.3243139088153839,0.6527736783027649,-0.03155311197042465,0.3278372287750244,0.5565884113311768,-0.03657082840800285,0.33326661586761475,0.48426592350006104,-0.04084986448287964,0.26046115159988403,0.5218812823295593,-0.008884331211447716,0.2583776116371155,0.4183911383152008,-0.021783284842967987,0.2539314031600952,0.35357344150543213,-0.03450920805335045,0.24808448553085327,0.29963526129722595,-0.04461009055376053,0.2188066691160202,0.5274341106414795,-0.00945504941046238,0.20293129980564117,0.4090113341808319,-0.02078012004494667,0.1917966902256012,0.3362158238887787,-0.033054035156965256,0.1808239370584488,0.27818572521209717,-0.0424734391272068,0.18448631465435028,0.5588559508323669,-0.014380994252860546,0.16349780559539795,0.44941195845603943,-0.028506912291049957,0.15236254036426544,0.3779805898666382,-0.04144108295440674,0.14293694496154785,0.31429457664489746,-0.05073011666536331,0.15447449684143066,0.6130921840667725,-0.02206118032336235,0.1265442669391632,0.5373993515968323,-0.0384296178817749,0.10895702987909317,0.483479768037796,-0.04837411642074585,0.09443403780460358,0.42845189571380615,-0.05479083210229874
hello,0.25483280420303345,0.8406735062599182,3.104408392573532e-07,0.30563902854919434,0.7654229402542114,-0.025626186281442642,0.3309262990951538,0.6490552425384521,-0.032599132508039474,0.3346255123615265,0.5528410077095032,-0.038121547549963,0.340323269367218,0.48035967350006104,-0.04301612824201584,0.26915761828422546,0.5203604102134705,-0.009735319763422012,0.26611536741256714,0.41783857345581055,-0.0233303215354681,0.2607347369194031,0.3524501621723175,-0.036596983671188354,0.2538616359233856,0.2981296479701996,-0.047053031623363495,0.22726979851722717,0.5270887017250061,-0.010191530920565128,0.2101389318704605,0.41002288460731506,-0.021784769371151924,0.19760386645793915,0.33819225430488586,-0.03407665342092514,0.18497878313064575,0.2805323600769043,-0.04353249818086624,0.19312670826911926,0.5595495104789734,-0.015088812448084354,0.1718968003988266,0.45174387097358704,-0.02907773293554783,0.15893663465976715,0.3814059793949127,-0.041738104075193405,0.1472759246826172,0.3177335560321808,-0.05108974874019623,0.16352637112140656,0.6145705580711365,-0.02289482206106186,0.1370473951101303,0.5419394969940186,-0.038688622415065765,0.12008719146251678,0.4894489347934723,-0.0481395348906517,0.10565391927957535,0.434610515832901,-0.05450250580906868
hello,0.2645748555660248,0.8400002121925354,2.7418843728810316e-07,0.3146143853664398,0.7618985772132874,-0.022357050329446793,0.33707761764526367,0.6421424150466919,-0.027114951983094215,0.339462012052536,0.5469589233398438,-0.030829401686787605,0.34586194157600403,0.47775912284851074,-0.03406902775168419,0.27098169922828674,0.5196422338485718,-0.006676925346255302,0.2644633948802948,0.4175516664981842,-0.01784624718129635,0.25713515281677246,0.3547767102718353,-0.02941921539604664,0.24877874553203583,0.30281737446784973,-0.03910787031054497,0.23021531105041504,0.530070424079895,-0.00810942891985178,0.21138854324817657,0.4135817885398865,-0.018288355320692062,0.1974472999572754,0.3423001170158386,-0.03038191981613636,0.1834837645292282,0.28631600737571716,-0.03999070078134537,0.1979609727859497,0.5658292174339294,-0.013561878353357315,0.17506062984466553,0.4578518867492676,-0.026814613491296768,0.16128884255886078,0.38919907808303833,-0.04019157215952873,0.14864671230316162,0.3284038007259369,-0.050184618681669235,0.17047300934791565,0.6225557327270508,-0.02143784426152706,0.14169158041477203,0.5501530766487122,-0.037169117480516434,0.12335222214460373,0.4989715814590454,-0.04733000323176384,0.10801289230585098,0.4466020464897156,-0.05433056876063347
hello,0.27555131912231445,0.8248488903045654,2.984927505167434e-07,0.32307350635528564,0.7453392744064331,-0.024069607257843018,0.34570008516311646,0.6299445033073425,-0.030891232192516327,0.34725886583328247,0.537851095199585,-0.03622988983988762,0.35269835591316223,0.4677889347076416,-0.041020236909389496,0.2767195403575897,0.5118748545646667,-0.010379750281572342,0.2674577534198761,0.41165411472320557,-0.023076612502336502,0.2574829161167145,0.3503512740135193,-0.03550468757748604,0.2467181384563446,0.2991383373737335,-0.04543864727020264,0.23675313591957092,0.5246737003326416,-0.011198443360626698,0.21537424623966217,0.4094447195529938,-0.022528251633048058,0.19911794364452362,0.33913323283195496,-0.03524458408355713,0.1831267774105072,0.282546728849411,-0.04497892037034035,0.20581316947937012,0.5614162683486938,-0.015860939398407936,0.1806260198354721,0.4564128816127777,-0.02945358119904995,0.16498689353466034,0.39039096236228943,-0.04229618236422539,0.15071706473827362,0.33090490102767944,-0.05158007889986038,0.17996829748153687,0.6185332536697388,-0.02307281456887722,0.1504238098859787,0.5494422316551208,-0.03829679638147354,0.13186103105545044,0.5010948777198792,-0.04742174968123436,0.11605088412761688,0.45084264874458313,-0.05335970222949982
hello,0.2790684700012207,0.8175584673881531,3.389030212019861e-07,0.3273884952068329,0.7400758862495422,-0.024430179968476295,0.35017409920692444,0.6237407326698303,-0.03105359710752964,0.352898508310318,0.5313035845756531,-0.03613264486193657,0.35829290747642517,0.4608333110809326,-0.04073737934231758,0.2828729748725891,0.5047832727432251,-0.010538906790316105,0.2758708894252777,0.403890997171402,-0.023849373683333397,0.26736077666282654,0.3411928117275238,-0.036741964519023895,0.2581411600112915,0.28821319341659546,-0.0469118095934391,0.24348527193069458,0.5159581899642944,-0.011007022112607956,0.22714491188526154,0.4012373089790344,-0.02257024683058262,0.21494518220424652,0.3291282653808594,-0.03527138754725456,0.20272700488567352,0.26975199580192566,-0.04493217542767525,0.21187147498130798,0.5520734786987305,-0.01553387101739645,0.1885557919740677,0.44661688804626465,-0.029472146183252335,0.17457719147205353,0.3803480565547943,-0.042567890137434006,0.16252100467681885,0.31915098428726196,-0.05205712839961052,0.18491704761981964,0.6092395782470703,-0.022670786827802658,0.15853148698806763,0.5411882996559143,-0.03802075982093811,0.14209750294685364,0.49315714836120605,-0.04738262668251991,0.1282418817281723,0.4419136941432953,-0.053657397627830505
hello,0.2779763340950012,0.8115574717521667,3.471574814284395e-07,0.3270776569843292,0.7373594641685486,-0.02327652834355831,0.3512190580368042,0.623052179813385,-0.028861241415143013,0.356668084859848,0.5301660299301147,-0.03311094641685486,0.3633228540420532,0.4598318040370941,-0.03681698068976402,0.28869372606277466,0.498531699180603,-0.00634805066511035,0.2846837341785431,0.39803892374038696,-0.018209630623459816,0.2785831093788147,0.33584365248680115,-0.030683716759085655,0.27153393626213074,0.28278619050979614,-0.040622010827064514,0.24986977875232697,0.5072163939476013,-0.006637001410126686,0.23723679780960083,0.3933582007884979,-0.016301704570651054,0.22780874371528625,0.321437269449234,-0.02823903225362301,0.21846407651901245,0.26213210821151733,-0.03756019473075867,0.21792446076869965,0.5411787629127502,-0.0111728860065341,0.19959427416324615,0.43405643105506897,-0.023448918014764786,0.18915194272994995,0.36655303835868835,-0.03586345911026001,0.18045906722545624,0.3046823740005493,-0.04512029513716698,0.18966779112815857,0.5958482623100281,-0.018336471170186996,0.16707073152065277,0.5262482762336731,-0.03237031772732735,0.15308497846126556,0.47774752974510193,-0.041104525327682495,0.14162234961986542,0.4257514476776123,-0.04710129275918007
hello,0.27155470848083496,0.8054866790771484,3.5606527148956957e-07,0.32177433371543884,0.7353318929672241,-0.024755161255598068,0.34946757555007935,0.6274099946022034,-0.03226592391729355,0.3559194505214691,0.5353884100914001,-0.038224365562200546,0.36312976479530334,0.4642764627933502,-0.04360341653227806,0.28989410400390625,0.5016016364097595,-0.010233710519969463,0.2892387807369232,0.39824026823043823,-0.023467611521482468,0.28520140051841736,0.33519014716148376,-0.036318257451057434,0.2796953618526459,0.2817349433898926,-0.046255260705947876,0.2513388693332672,0.5073240399360657,-0.010346143506467342,0.2415536642074585,0.39053580164909363,-0.021661007776856422,0.23291973769664764,0.31698158383369446,-0.034276533871889114,0.22390419244766235,0.2568078637123108,-0.0438404344022274,0.21959440410137177,0.5384989976882935,-0.01450757123529911,0.20280542969703674,0.43089061975479126,-0.027601270005106926,0.1941356062889099,0.3626466393470764,-0.0396404042840004,0.18737727403640747,0.3004623353481293,-0.04842394217848778,0.19133634865283966,0.5908809304237366,-0.0213319044560194,0.16964730620384216,0.5191074013710022,-0.03547497093677521,0.1569865196943283,0.4684552252292633,-0.043590910732746124,0.14717541635036469,0.4160272777080536,-0.0489589162170887
